GO:0002926,Biological Process,tRNA wobble base 5-methoxycarbonylmethyl-2-thiouridinylation,evm.model.tig082700000016.17
GO:0008033,Biological Process,tRNA processing,evm.model.tig082700000016.17
GO:0016310,Biological Process,phosphorylation,evm.model.tig082700000016.17
GO:0006468,Biological Process,protein phosphorylation,evm.model.tig082700000016.171
GO:0016310,Biological Process,phosphorylation,evm.model.tig082700000016.171
GO:0005975,Biological Process,carbohydrate metabolic process,evm.model.tig082700000016.179
GO:0005976,Biological Process,polysaccharide metabolic process,evm.model.tig082700000016.179
GO:0008152,Biological Process,metabolic process,evm.model.tig082700000016.179
GO:0006260,Biological Process,DNA replication,evm.model.tig082700000016.18
GO:0006457,Biological Process,protein folding,evm.model.tig082700000016.18
GO:0006631,Biological Process,fatty acid metabolic process,evm.model.tig082700000016.183
GO:0006633,Biological Process,fatty acid biosynthetic process,evm.model.tig082700000016.183
GO:0031408,Biological Process,oxylipin biosynthetic process,evm.model.tig082700000016.183
GO:0006631,Biological Process,fatty acid metabolic process,evm.model.tig082700000016.185
GO:0006633,Biological Process,fatty acid biosynthetic process,evm.model.tig082700000016.185
GO:0031408,Biological Process,oxylipin biosynthetic process,evm.model.tig082700000016.185
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.186
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.186
GO:0006468,Biological Process,protein phosphorylation,evm.model.tig082700000016.189
GO:0006631,Biological Process,fatty acid metabolic process,evm.model.tig082700000016.193
GO:0006633,Biological Process,fatty acid biosynthetic process,evm.model.tig082700000016.193
GO:0031408,Biological Process,oxylipin biosynthetic process,evm.model.tig082700000016.193
GO:0006914,Biological Process,autophagy,evm.model.tig082700000016.195
GO:0006468,Biological Process,protein phosphorylation,evm.model.tig082700000016.198
GO:0006508,Biological Process,proteolysis,evm.model.tig082700000016.20
GO:0006468,Biological Process,protein phosphorylation,evm.model.tig082700000016.200
GO:0006811,Biological Process,ion transport,evm.model.tig082700000016.200
GO:0006816,Biological Process,calcium ion transport,evm.model.tig082700000016.200
GO:0016310,Biological Process,phosphorylation,evm.model.tig082700000016.200
GO:0034765,Biological Process,regulation of ion transmembrane transport,evm.model.tig082700000016.200
GO:0051924,Biological Process,regulation of calcium ion transport,evm.model.tig082700000016.200
GO:0060307,Biological Process,regulation of ventricular cardiac muscle cell membrane repolarization,evm.model.tig082700000016.200
GO:0070588,Biological Process,calcium ion transmembrane transport,evm.model.tig082700000016.200
GO:0086002,Biological Process,cardiac muscle cell action potential involved in contraction,evm.model.tig082700000016.200
GO:0086048,Biological Process,membrane depolarization during bundle of His cell action potential,evm.model.tig082700000016.200
GO:0086091,Biological Process,regulation of heart rate by cardiac conduction,evm.model.tig082700000016.200
GO:1902514,Biological Process,regulation of calcium ion transmembrane transport via high voltage-gated calcium channel,evm.model.tig082700000016.200
GO:1904646,Biological Process,cellular response to amyloid-beta,evm.model.tig082700000016.200
GO:0006468,Biological Process,protein phosphorylation,evm.model.tig082700000016.201
GO:0006811,Biological Process,ion transport,evm.model.tig082700000016.201
GO:0006816,Biological Process,calcium ion transport,evm.model.tig082700000016.201
GO:0016310,Biological Process,phosphorylation,evm.model.tig082700000016.201
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.202
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.202
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.203
GO:0006631,Biological Process,fatty acid metabolic process,evm.model.tig082700000016.207
GO:0006633,Biological Process,fatty acid biosynthetic process,evm.model.tig082700000016.207
GO:0031408,Biological Process,oxylipin biosynthetic process,evm.model.tig082700000016.207
GO:0006631,Biological Process,fatty acid metabolic process,evm.model.tig082700000016.208
GO:0006633,Biological Process,fatty acid biosynthetic process,evm.model.tig082700000016.208
GO:0031408,Biological Process,oxylipin biosynthetic process,evm.model.tig082700000016.208
GO:0006631,Biological Process,fatty acid metabolic process,evm.model.tig082700000016.209
GO:0006633,Biological Process,fatty acid biosynthetic process,evm.model.tig082700000016.209
GO:0031408,Biological Process,oxylipin biosynthetic process,evm.model.tig082700000016.209
GO:0000705,Biological Process,achiasmate meiosis I,evm.model.tig082700000016.21
GO:0001666,Biological Process,response to hypoxia,evm.model.tig082700000016.21
GO:0006468,Biological Process,protein phosphorylation,evm.model.tig082700000016.21
GO:0007059,Biological Process,chromosome segregation,evm.model.tig082700000016.21
GO:0007094,Biological Process,mitotic spindle assembly checkpoint signaling,evm.model.tig082700000016.21
GO:0007098,Biological Process,centrosome cycle,evm.model.tig082700000016.21
GO:0007143,Biological Process,female meiotic nuclear division,evm.model.tig082700000016.21
GO:0016310,Biological Process,phosphorylation,evm.model.tig082700000016.21
GO:0016321,Biological Process,female meiosis chromosome segregation,evm.model.tig082700000016.21
GO:0032837,Biological Process,distributive segregation,evm.model.tig082700000016.21
GO:0033046,Biological Process,negative regulation of sister chromatid segregation,evm.model.tig082700000016.21
GO:0033316,Biological Process,meiotic spindle assembly checkpoint signaling,evm.model.tig082700000016.21
GO:0043060,Biological Process,meiotic metaphase I plate congression,evm.model.tig082700000016.21
GO:0044773,Biological Process,mitotic DNA damage checkpoint signaling,evm.model.tig082700000016.21
GO:0044779,Biological Process,meiotic spindle checkpoint signaling,evm.model.tig082700000016.21
GO:0048133,Biological Process,male germ-line stem cell asymmetric division,evm.model.tig082700000016.21
GO:0051304,Biological Process,chromosome separation,evm.model.tig082700000016.21
GO:0051321,Biological Process,meiotic cell cycle,evm.model.tig082700000016.21
GO:0006631,Biological Process,fatty acid metabolic process,evm.model.tig082700000016.210
GO:0006633,Biological Process,fatty acid biosynthetic process,evm.model.tig082700000016.210
GO:0031408,Biological Process,oxylipin biosynthetic process,evm.model.tig082700000016.210
GO:0006631,Biological Process,fatty acid metabolic process,evm.model.tig082700000016.211
GO:0006633,Biological Process,fatty acid biosynthetic process,evm.model.tig082700000016.211
GO:0031408,Biological Process,oxylipin biosynthetic process,evm.model.tig082700000016.211
GO:0016310,Biological Process,phosphorylation,evm.model.tig082700000016.214
GO:0034220,Biological Process,ion transmembrane transport,evm.model.tig082700000016.214
GO:0098655,Biological Process,cation transmembrane transport,evm.model.tig082700000016.214
GO:0007131,Biological Process,reciprocal meiotic recombination,evm.model.tig082700000016.216
GO:0007131,Biological Process,reciprocal meiotic recombination,evm.model.tig082700000016.217
GO:0007131,Biological Process,reciprocal meiotic recombination,evm.model.tig082700000016.219
GO:0006468,Biological Process,protein phosphorylation,evm.model.tig082700000016.220
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.220
GO:0016310,Biological Process,phosphorylation,evm.model.tig082700000016.220
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.220
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.221
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.221
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.227
GO:0006413,Biological Process,translational initiation,evm.model.tig082700000016.229
GO:0006468,Biological Process,protein phosphorylation,evm.model.tig082700000016.229
GO:0016310,Biological Process,phosphorylation,evm.model.tig082700000016.229
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.230
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.230
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.231
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.231
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.232
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.232
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.233
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.233
GO:0006468,Biological Process,protein phosphorylation,evm.model.tig082700000016.234
GO:0006508,Biological Process,proteolysis,evm.model.tig082700000016.234
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.234
GO:0007155,Biological Process,cell adhesion,evm.model.tig082700000016.234
GO:0016310,Biological Process,phosphorylation,evm.model.tig082700000016.234
GO:0006468,Biological Process,protein phosphorylation,evm.model.tig082700000016.235
GO:0016310,Biological Process,phosphorylation,evm.model.tig082700000016.235
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.237
GO:0006468,Biological Process,protein phosphorylation,evm.model.tig082700000016.239
GO:0016310,Biological Process,phosphorylation,evm.model.tig082700000016.239
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.241
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.242
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.242
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.243
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.243
GO:0006468,Biological Process,protein phosphorylation,evm.model.tig082700000016.244
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.244
GO:0016310,Biological Process,phosphorylation,evm.model.tig082700000016.244
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.244
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.245
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.245
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.246
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.246
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.247
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.247
GO:0006468,Biological Process,protein phosphorylation,evm.model.tig082700000016.248
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.248
GO:0016310,Biological Process,phosphorylation,evm.model.tig082700000016.248
GO:0006508,Biological Process,proteolysis,evm.model.tig082700000016.25
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.250
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.250
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.251
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.251
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.252
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.252
GO:0006468,Biological Process,protein phosphorylation,evm.model.tig082700000016.253
GO:0016310,Biological Process,phosphorylation,evm.model.tig082700000016.253
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.254
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.254
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.256
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.256
GO:0006468,Biological Process,protein phosphorylation,evm.model.tig082700000016.257
GO:0016310,Biological Process,phosphorylation,evm.model.tig082700000016.257
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.258
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.258
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.259
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.259
GO:0006412,Biological Process,translation,evm.model.tig082700000016.26
GO:0006415,Biological Process,translational termination,evm.model.tig082700000016.26
GO:0006468,Biological Process,protein phosphorylation,evm.model.tig082700000016.260
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.260
GO:0016310,Biological Process,phosphorylation,evm.model.tig082700000016.260
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.261
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.261
GO:0006468,Biological Process,protein phosphorylation,evm.model.tig082700000016.262
GO:0016310,Biological Process,phosphorylation,evm.model.tig082700000016.262
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.263
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.263
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.264
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.264
GO:0006468,Biological Process,protein phosphorylation,evm.model.tig082700000016.265
GO:0016310,Biological Process,phosphorylation,evm.model.tig082700000016.265
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.265
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.266
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.266
GO:0006468,Biological Process,protein phosphorylation,evm.model.tig082700000016.267
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.267
GO:0016310,Biological Process,phosphorylation,evm.model.tig082700000016.267
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.267
GO:0006468,Biological Process,protein phosphorylation,evm.model.tig082700000016.268
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.268
GO:0016310,Biological Process,phosphorylation,evm.model.tig082700000016.268
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.268
GO:0006468,Biological Process,protein phosphorylation,evm.model.tig082700000016.269
GO:0016310,Biological Process,phosphorylation,evm.model.tig082700000016.269
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.269
GO:0008610,Biological Process,lipid biosynthetic process,evm.model.tig082700000016.27
GO:0015074,Biological Process,DNA integration,evm.model.tig082700000016.270
GO:0006468,Biological Process,protein phosphorylation,evm.model.tig082700000016.271
GO:0016310,Biological Process,phosphorylation,evm.model.tig082700000016.271
GO:0018108,Biological Process,peptidyl-tyrosine phosphorylation,evm.model.tig082700000016.271
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.272
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.272
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.273
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.273
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.277
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.277
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.278
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.278
GO:0016310,Biological Process,phosphorylation,evm.model.tig082700000016.28
GO:0046314,Biological Process,phosphocreatine biosynthetic process,evm.model.tig082700000016.28
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.281
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.281
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.282
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.282
GO:0006468,Biological Process,protein phosphorylation,evm.model.tig082700000016.283
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.283
GO:0016310,Biological Process,phosphorylation,evm.model.tig082700000016.283
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.283
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.284
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.284
GO:0006468,Biological Process,protein phosphorylation,evm.model.tig082700000016.285
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.285
GO:0016310,Biological Process,phosphorylation,evm.model.tig082700000016.285
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.285
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.286
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.286
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.287
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.287
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.288
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.288
GO:0006412,Biological Process,translation,evm.model.tig082700000016.289
GO:0006427,Biological Process,histidyl-tRNA aminoacylation,evm.model.tig082700000016.289
GO:0006807,Biological Process,nitrogen compound metabolic process,evm.model.tig082700000016.289
GO:0071704,Biological Process,organic substance metabolic process,evm.model.tig082700000016.289
GO:0016310,Biological Process,phosphorylation,evm.model.tig082700000016.29
GO:0046314,Biological Process,phosphocreatine biosynthetic process,evm.model.tig082700000016.29
GO:0006412,Biological Process,translation,evm.model.tig082700000016.290
GO:0006427,Biological Process,histidyl-tRNA aminoacylation,evm.model.tig082700000016.290
GO:0006807,Biological Process,nitrogen compound metabolic process,evm.model.tig082700000016.290
GO:0071704,Biological Process,organic substance metabolic process,evm.model.tig082700000016.290
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.291
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.291
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.292
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.292
GO:0006468,Biological Process,protein phosphorylation,evm.model.tig082700000016.293
GO:0016310,Biological Process,phosphorylation,evm.model.tig082700000016.293
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.295
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.295
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.296
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.296
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.298
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.298
GO:0006468,Biological Process,protein phosphorylation,evm.model.tig082700000016.3
GO:0007165,Biological Process,signal transduction,evm.model.tig082700000016.3
GO:0016310,Biological Process,phosphorylation,evm.model.tig082700000016.3
GO:0006511,Biological Process,ubiquitin-dependent protein catabolic process,evm.model.tig082700000016.30
GO:0016567,Biological Process,protein ubiquitination,evm.model.tig082700000016.30
GO:0007155,Biological Process,cell adhesion,evm.model.tig082700000016.308
GO:0000165,Biological Process,MAPK cascade,evm.model.tig082700000016.309
GO:0006468,Biological Process,protein phosphorylation,evm.model.tig082700000016.309
GO:0016310,Biological Process,phosphorylation,evm.model.tig082700000016.309
GO:0030154,Biological Process,cell differentiation,evm.model.tig082700000016.310
GO:0006468,Biological Process,protein phosphorylation,evm.model.tig082700000016.315
GO:0016310,Biological Process,phosphorylation,evm.model.tig082700000016.315
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.318
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.318
GO:0000917,Biological Process,division septum assembly,evm.model.tig082700000016.32
GO:0007049,Biological Process,cell cycle,evm.model.tig082700000016.32
GO:0051301,Biological Process,cell division,evm.model.tig082700000016.32
GO:0090529,Biological Process,cell septum assembly,evm.model.tig082700000016.32
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.321
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.321
GO:0051301,Biological Process,cell division,evm.model.tig082700000016.324
GO:0055085,Biological Process,transmembrane transport,evm.model.tig082700000016.326
GO:0006468,Biological Process,protein phosphorylation,evm.model.tig082700000016.327
GO:0006468,Biological Process,protein phosphorylation,evm.model.tig082700000016.328
GO:0016310,Biological Process,phosphorylation,evm.model.tig082700000016.328
GO:0000122,Biological Process,negative regulation of transcription by RNA polymerase II,evm.model.tig082700000016.33
GO:0006511,Biological Process,ubiquitin-dependent protein catabolic process,evm.model.tig082700000016.33
GO:0016567,Biological Process,protein ubiquitination,evm.model.tig082700000016.33
GO:0043433,Biological Process,negative regulation of DNA-binding transcription factor activity,evm.model.tig082700000016.33
GO:0060816,Biological Process,random inactivation of X chromosome,evm.model.tig082700000016.33
GO:1900095,Biological Process,regulation of dosage compensation by inactivation of X chromosome,evm.model.tig082700000016.33
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.330
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.330
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.331
GO:0051013,Biological Process,microtubule severing,evm.model.tig082700000016.331
GO:0006508,Biological Process,proteolysis,evm.model.tig082700000016.333
GO:0001510,Biological Process,RNA methylation,evm.model.tig082700000016.334
GO:0006396,Biological Process,RNA processing,evm.model.tig082700000016.334
GO:0032259,Biological Process,methylation,evm.model.tig082700000016.334
GO:0006355,Biological Process,"regulation of transcription, DNA-templated",evm.model.tig082700000016.336
GO:0009653,Biological Process,anatomical structure morphogenesis,evm.model.tig082700000016.336
GO:0006468,Biological Process,protein phosphorylation,evm.model.tig082700000016.338
GO:0006914,Biological Process,autophagy,evm.model.tig082700000016.338
GO:0016310,Biological Process,phosphorylation,evm.model.tig082700000016.338
GO:0018105,Biological Process,peptidyl-serine phosphorylation,evm.model.tig082700000016.338
GO:0046777,Biological Process,protein autophosphorylation,evm.model.tig082700000016.338
GO:1905037,Biological Process,autophagosome organization,evm.model.tig082700000016.338
GO:0006464,Biological Process,cellular protein modification process,evm.model.tig082700000016.342
GO:0016104,Biological Process,triterpenoid biosynthetic process,evm.model.tig082700000016.342
GO:0016567,Biological Process,protein ubiquitination,evm.model.tig082700000016.342
GO:0001172,Biological Process,"transcription, RNA-templated",evm.model.tig082700000016.343
GO:0010629,Biological Process,negative regulation of gene expression,evm.model.tig082700000016.343
GO:0031047,Biological Process,gene silencing by RNA,evm.model.tig082700000016.343
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.344
GO:0007154,Biological Process,cell communication,evm.model.tig082700000016.344
GO:0007155,Biological Process,cell adhesion,evm.model.tig082700000016.344
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.345
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.347
GO:0006897,Biological Process,endocytosis,evm.model.tig082700000016.350
GO:0005975,Biological Process,carbohydrate metabolic process,evm.model.tig082700000016.354
GO:0008152,Biological Process,metabolic process,evm.model.tig082700000016.354
GO:0005975,Biological Process,carbohydrate metabolic process,evm.model.tig082700000016.355
GO:0008152,Biological Process,metabolic process,evm.model.tig082700000016.355
GO:0006468,Biological Process,protein phosphorylation,evm.model.tig082700000016.36
GO:0006914,Biological Process,autophagy,evm.model.tig082700000016.36
GO:0016310,Biological Process,phosphorylation,evm.model.tig082700000016.36
